Label,Message,Cleaned_Message
0,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,carlos take sweet time usual let know patty donewant smoke ill tell haul ass
0,If I get there before you after your ten billion calls and texts so help me god,get ten billion call text help god
0,Blank is Blank. But wat is blank? Lol,blank blank wat blank lol
0,As in i want custom officer discount oh.,want custom officer discount oh
0,"Almost there, see u in a sec",almost see u sec
0,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,reach office around ltdecimalgt amp mobile problem cannt get voice call asa ill free
0,Yeah get the unlimited,yeah get unlimited
0,Yup ok thanx...,yup ok thanx
1,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),u r winner u ave specially select receive cash holiday flight inc speak live operator claim pmin
0,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,hi probably much fun get message think txt u cos bored james fart night
0,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",get salt rub open wound like
0,Ok... But bag again..,ok bag
0,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",gimme ltgt minute ago
1,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,sm auction nokia get win free auction take part send nokia hgsuiteland rowwjhl
0,Which channel:-):-):):-).,channel
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,free video camera phone half price line rental mth cross ntwk min txts call mobileupd calloptout
0,How much she payed. Suganya.,much pay suganya
0,Compliments to you. Was away from the system. How your side.,compliment away system side
1,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",late nokia mobile ipod mp player proze guarantee reply win norcorp ltdmtmsgrcvd
0,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,suck get plan yo valentine yo valentine not
0,3 pa but not selected.,pa select
0,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,busy try finish new year look forward finally meet
0,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,still not collect dough pls let know go place send get control number
1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someone u know ask date service contact can not guess call reveal po box wu
0,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,babe talk think good boy miss love
0,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,agree stop thinkin ipad please ask macho question
0,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",perhaps much easy give account identification tomorrow uni
0,I'm on the bus. Love you,bus love
0,One small prestige problem now.,one small prestige problem
0," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",come look flat seem ok away alot wiv work get woman come
1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur award complimentary trip eurodisinc trav acoentry claim txt dis morefrmmob shracomorsglsuplt ls aj
0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",happy new year u ur familymay new year bring happiness stability tranquility ur vibrant colourful life
0,"Yeah I am, so I'll leave maybe 7ish?",yeah ill leave maybe ish
0,You have got tallent but you are wasting.,get tallent waste
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,december mobile mth entitle update late colour camera mobile free call mobile update vco free
0,Lol great now im getting hungry.,lol great get hungry
0,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",sun can not come earth send luv ray cloud can not come river send luv rain can not come meet u send care msg u gud evng
0,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,thank message really appreciate sacrifice sure process direct pay find way back test tomorrow class wonderful day
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmin
0,Audrie lousy autocorrect,audrie lousy autocorrect
0,Oh that was a forwarded message. I thought you send that to me,oh forwarded message think send
0,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",multiply number independently count decimal point division push decimal place like show
0,they released another Italian one today and it has a cosign option,release another italian one today cosign option
0,R u meeting da ge at nite tmr?,r u meet da ge nite tmr
0,"Whatever, juliana. Do whatever you want.",whatever juliana whatever want
0,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,hiya stu wot u much truble home moment evone hate even u wot hell av do will not u tell text bck please luv dan
0,I remain unconvinced that this isn't an elaborate test of my willpower,remain unconvinced not elaborate test willpower
0,I'm thinking that chennai forgot to come for auction..,think chennai forget come auction
0,Watching tv lor. Nice one then i like lor.,watch tv lor nice one like lor
0,Can you please send me my aunty's number,please send auntys number
0,Remember to ask alex about his pizza,remember ask alex pizza
1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",guarantee latest nokia phone gb ipod mp player prize txt wordcollect tcllc nyusa pmt msgrcvd
0,I will come to ur home now,come ur home
0,ÌÏ takin linear algebra today?,takin linear algebra today
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",enter cabin pa say happy bday boss feel special askd lunch lunch invite apartment go
0,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,could not say die man feel sad go want know would probably go late night
0,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,everything weather keep extra warm cold nothing serious pls lot vitamin c
1,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),babe u want not u baby nasty thing filthyguy fancy rude time sexy bitch go slo n hard txt xxx slomsg
0,1's finish meeting call me.,finish meeting call
0,Do you know when dad will be back?,know dad back
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b able join
0,Lol u still feeling sick?,lol u still feel sick
0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",hi shanilrakhesh herethanksi exchange uncut diamond stuffleave back excellent service dino prem
1,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),girl many local u r virgin r ready fil ur every sexual need u fil text cute p
0,Jus finish watching tv... U?,jus finish watch tv u
0,Doing my masters. When will you buy a bb cos i have for sale and how's bf,master buy bb cos sale bf
0,"Sorry, I'll call later in meeting.",sorry ill call later meeting
0,It certainly puts things into perspective when something like this happens,certainly put thing perspective something like happen
1,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",themobhit link get premium pink panther game new sugababe crazy zebra animation badass hoody wallpaperall free
0,Hi..i got the money da:),hii get money da
0,Lol they were mad at first but then they woke up and gave in.,lol mad first wake give
0,Why tired what special there you had,tired special
0,Where you. What happen,happen
0,No need to buy lunch for me.. I eat maggi mee..,need buy lunch eat maggi mee
0,"Not much, just some textin'. How bout you?",much textin bout
1,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner u specially select receive cash holiday flight inc speak live operator claim
0,Mm i am on the way to railway,mm way railway
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",sea lay rock rock envelope envelope paper paper word
1,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,bored housewife chat n date btnational rate pmin landline
0,R u here yet? I'm wearing blue shirt n black pants.,r u yet wear blue shirt n black pant
0,Hello madam how are you ?,hello madam
0,I keep ten rs in my shelf:) buy two egg.,keep ten rs shelf buy two egg
0,Quite late lar... Ard 12 anyway i wun b drivin...,quite late lar ard anyway wun b drivin
0,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",ok much though hm friday can not wait dunno wot hell go to another week become slob oh wait already do
0,Me too! Have a lovely night xxx,lovely night xxx
0,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",well weather cali great complexity great need car move freely taxis outrageous great place sad part miss home
0,I am late. I will be there at,late
0,Auntie huai juan never pick up her phone,auntie huai juan never pick phone
0,Ok lor Ì_ reaching then message me.,ok lor reach message
0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,hi babe home wanna something xx
0,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,ill sch fr dun haf da book sch home
0,Yes. Nigh you cant aha.,yes nigh can not aha
1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi ibh customer loyalty offer new nokia mobile txtauctiontxt wordstart get nowt
0,Ok. There may be a free gym about.,ok may free gym
0,No da. . Vijay going to talk in jaya tv,da vijay go talk jaya tv
0,Give me a sec to think think about it,give sec think think
1,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,wanna get lay nite want real dog location send direct ur mobile join uks large dog network txt park nyt eca lp msg
0,We're done...,do
0,Hi dude hw r u da realy mising u today,hi dude hw r u da realy mise u today
0,Okie,okie
1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,take part mobile survey yesterday text use however wish get txts send txt tc urlplaceholder p
0,"I want to show you the world, princess :) how about europe?",want show world princess europe
0,Yeah that'd pretty much be the best case scenario,yeah pretty much good case scenario
1,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,freemsg txt call claim reward hour talk time use phone subscribegbpmnth inc hrs stoptxtstop
0,You do your studies alone without anyones help. If you cant no need to study.,study alone without anyone help can not need study
0,Call him and say you not coming today ok and tell them not to fool me like this ok,call say come today ok tell fool like ok
0,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,wait bus stop aft ur lect lar dun c go get car come back n pick
0,Juz go google n search 4 qet...,juz go google n search qet
0,Hanging out with my brother and his family,hang brother family
0,Yupz... I've oredi booked slots 4 my weekends liao... ,yupz oredi book slot weekend liao
0,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",oh rite well good mate pete go week geva long week
0,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",remember hurt day satanic imposter meneed pay priceso itmay destiny keep go u say pray get mind get
0,My birthday is on feb  &lt;#&gt;  da. .,birthday feb ltgt da
0,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",dude teresa hope okay not hear people call receive package since dec ltgt thot yould like know fantastic year good reading plus really really bam first aid usmle work do
0,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,lot sickness thing go round take easy hope u feel well soon lol
0,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,mean calculation ltgt unit ltgt school really expensive start practice accent important decide year dental school nmde exam
0,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",erm woodland avenue somewhere get parish magazine telephone number
0,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,run manage minute need oxygen might resort roller option
0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,yeshe really greatbhaji tell kalli well cricket sachin worldvery tough get
0,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,great role model give much really wish day miracle god reason everything must say wish know not look since young still great day
0,You busy or can I come by at some point and figure out what we're doing tomorrow,busy come point figure tomorrow
0,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,not cancer mom make big deal regular checkup aka pap smear
0,WHORE YOU ARE UNBELIEVABLE.,whore unbelievable
1,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",cash prize claim call tc rstm sw ss ppm
0,Shant disturb u anymore... Jia you...,shall not disturb u anymore jia
0,Guess he wants alone time. We could just show up and watch when they do..,guess want alone time could show watch
0,Detroit. The home of snow. Enjoy it.,detroit home snow enjoy
1,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,important information orange user today lucky dayfind log onto urlplaceholder fantastic surprise await
0,No need to ke qi... ÌÏ too bored izzit y suddenly thk of this...,need ke qi bored izzit suddenly thk
0,"Machan you go to gym tomorrow,  i wil come late goodnight.",machan go gym tomorrow wil come late goodnight
0,"I can't right this second, gotta hit people up first",can not right second get to hit people first
0,Please dont say like that. Hi hi hi,please not say like hi hi hi
1,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,get ur st ringtone free reply msg tone gr top tone phone every week per wk opt send stop
0,"I call you later, don't have network. If urgnt, sms me.",call later not network urgnt sm
0,Sent me de webadres for geting salary slip,send de webadre get salary slip
0,Watching tv lor...,watch tv lor
0,"Sorry, I'll call later",sorry ill call later
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,urgent try contact last weekend draw show prize guarantee call claim code k valid hour
0,"Like  &lt;#&gt; , same question",like ltgt question
0,Yes.mum lookin strong:),yesmum lookin strong
1,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap
0,Aight what time you want me to come up?,aight time want come
1,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,want explicit sex sec ring cost pmin
0,Call me when u're done...,call ure do
1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",contract mobile mnth late motorola nokia etc free double min text orange tariff text yes callback remove record
0,Thanx a lot...,thanx lot
0,Am okay. Will soon be over. All the best,okay soon good
0,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,bar b q store lifethis twat orange dungeree come ask want deck get first punch
0,Erm. I thought the contract ran out the4th of october.,erm think contract run theth october
0,Yes just finished watching days of our lives. I love it.,yes finish watch day life love
0,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,u not know stubborn not even want go hospital keep tell mark weak sucker hospital weak sucker
0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi mobile ltgt add contact list urlplaceholder great place send free sms people visit fullonsmscom
0,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,let know need anything else salad desert something many beer shall get
0,Spoons it is then okay?,spoon okay
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rise redred bloodblood heartheart u u send tis ur friend include u like u get back u r poor relation u need support u r frnd many luvs u pray god marry u try
1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear uve invite xchat final attempt contact u txt chat
0,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,macha not feel upseti assume mindsetbelieve one evening wonderful plan uslet life begin againcall anytime
0,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,noe da car later c lar wear short
1,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",urgent mobile xxx bonus caller prize nd attempt reach call asap boxnqp ppm
0,You didnt complete your gist oh.,not complete gist oh
0,No just send to you. Bec you in temple na.,send bec temple na
0,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),yes post couple pic fb still snow outside wake
0,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,hey almost forget happy bday babe love ya
0,Now only i reached home. . . I am very tired now. . I will come tomorro,reach home tired come tomorro
0,Hey anyway i have to :-),hey anyway
1,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800,ask mobile chatline inclu free mins india cust servs se yes ler get mega bill not giv shit bailiff due day want
0,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,be not answerin phone actually pretty reasonable hour sleepy
0,This is all just creepy and crazy to me.,creepy crazy
0,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx",make eta taunton plan hope still okday good see xx
0,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",love brother time talk english grin say hey muhommad penny say hello across sea
0,Alex says he's not ok with you not being ok with it,alex say ok ok
0,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,hi neva worry bout da truth coz truth lead ur heart least unique person like u deserve sleep tight morning
0,"Yeah, we got one lined up for us",yeah get one line we
0,Full heat pa:-) i have applyed oil pa.,full heat pa apply oil pa
0,U in town alone?,u town alone
0,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,r u sam p eachother meet go house
0,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,ok pop ask bout something say around tonght wen girl come
0,MMM ... Fuck .... Merry Christmas to me,mmm fuck merry christmas
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,register sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone
1,You have 1 new voicemail. Please call 08719181503,new voicemail please call
0,"I've got ten bucks, jay is being noncomittal",get ten buck jay noncomittal
0,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,hi u want join st later meet five call u class
0,That one week leave i put know that time. Why.,one week leave put know time
0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",nice waitshould texte right go to pay ticket ya know
0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",friendship game play word say not start march end may tomorrow yesterday today e
0,Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,yup ok go home look timing msg xuhui go learn nd may lesson
1,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",want cock hubby away need real man satisfy txt wife string action txt stop end txt rec ea otbox la ws
0,"Hi this is yijue, can i meet u at 11 tmr?",hi yijue meet u tmr
0,"Playin space poker, u?",playin space poker u
0,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",huh hyde park mel ah opp get confuse anyway tts e good choice den juz take
1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spook mob halloween collection logo pic message plus free eerie tone txt card spook ze p per logopic
0,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,ah see lingo let know wot earth finish make
1,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap boxnqp ppm
0,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,babe hope ok shit night sleep fall asleep knackere dread work tonight thou upto tonight x
0,O we cant see if we can join denis and mina? Or does denis want alone time,can not see join denis mina deni want alone time
0,There the size of elephant tablets & u shove um up ur ass!!,size elephant tablet u shove um ur ass
1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,mobile mth update late orange cameravideo phone free save free textsweekend call text yes callback orno opt
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night end another day morning come special way may smile like sunny ray leave worry blue blue bay gud mrng
0,Happy new year. Hope you are having a good semester,happy new year hope good semester
0,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,check really miss see jeremiah great month
0,But i haf enuff space got like 4 mb...,haf enuff space get like mb
0,Then why you came to hostel.,come hostel
0,Hey tmr meet at bugis 930 ?,hey tmr meet bugis
0,Went fast asleep dear.take care.,go fast asleep deartake care
0,No let me do the math. Your not good at it.,let math good
0,Y lei?,lei
0,DO U WANT 2 MEET UP 2MORRO,u want meet morro
1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,free st week entry textpod chance win gb ipod cash every wk txt pod tsc urlplaceholder custcare
0,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,eek lot time especially since american pie like minute long can not stop singe
1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,urgent try contact u todays draw show prize guarantee call land line claim valid hrs
0,Glad to see your reply.,glad see reply
0,Want to send me a virtual hug?... I need one,want send virtual hug need one
0,To day class is there are no class.,day class class
0,I've told him that i've returned it. That should i re order it.,tell return order
0,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,weightloss girl friend make load money ebay something give thank god
0,"2 celebrate my båÕday, y else?",celebrate bday else
0,I'm going for bath will msg you next  &lt;#&gt;  min..,go bath msg next ltgt min
0,Webpage s not available!,webpage available
0,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),wud never mind u not miss u not need u wil really hurt wen u need amp u not tell take care
0,Fffff. Can you text kadeem or are you too far gone,fffff text kadeem far go
0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem
0,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,time fix spelling sometimes get completely diff word go figure
0,There are many company. Tell me the language.,many company tell language
0,"K, text me when you're on the way",k text way
1,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",free top polyphonic tone call national rate get toppoly tune send every week text subpoly per pole unsub
0,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,would great well guild could meet bristol road somewhere get touch weekend plan take flight good week
0,What you thinked about me. First time you saw me in class.,think first time see class
0,He also knows about lunch menu only da. . I know,also know lunch menu da know
0,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,guess pub happy pig clover whatever saying
0,Ok thanx...,ok thanx
0,"Sorry, I'll call later",sorry ill call later
0,"Hey, iouri gave me your number, I'm wylie, ryan's friend",hey iouri give number wylie ryan friend
1,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,try call reply sms video mobile min unlimited text free camcorder reply call
0,Wanna do some art?! :D,wanna art
0,Are you driving or training?,drive training
0,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,wot student discount u get book
0,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",nice day impressively sensible go home early feel fine boring can not remember
0,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,well slightly disastrous class pm fav darling hope day ok coffee wld good can not stay late tomorrow time place always
0,Is that seriously how you spell his name?,seriously spell name
0,Umma. Did she say anything,umma say anything
0,X course it 2yrs. Just so her messages on messenger lik you r sending me,x course yrs message messenger lik r send
0,Why do you ask princess?,ask princess
0,"Come to me right now, Ahmad",come right ahmad
0,So are you guys asking that i get that slippers again or its gone with last year,guy ask get slipper go last year
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk",freeday sexy st george day pic jordantxt pic not miss every wk saucy celeb pic c pocketbabecouk wk
0,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,first gain ltgt kg since take second do blood sugar test ok blood pressure within normal limit worry
0,"What do u reckon as need 2 arrange transport if u can't do it, thanks",u reckon need arrange transport u can not thank
1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,rodger burn msg try call reply sms free nokia mobile free camcorder please call delivery tomorrow
0,Thanx 4 sending me home...,thanx send home
0,"Hey , is * rite u put åÈ10 evey mnth is that all?",hey rite u put evey mnth
0,And now electricity just went out fml.,electricity go fml
0,You are a very very very very bad girl. Or lady.,bad girl lady
0,"Sorry, I'll call later",sorry ill call later
0,He is a womdarfull actor,womdarfull actor
0,Hey... Very inconvenient for your sis a not huh?,hey inconvenient sis huh
1,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",six chance win cash pound txt csh send cost pday day tsandcs apply reply hl info
